home_team,away_team,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,game_seconds_remaining,game_half,qtr,down,goal_to_go,ydstogo,shotgun,no_huddle,home_timeouts_remaining,away_timeouts_remaining,third_down_converted,fourth_down_converted
SEA,GB,GB,away,SEA,GB,61,9/4/2014,3450,Half1,1,3,0,10,1,0,3,3,0,0
SEA,GB,SEA,home,GB,SEA,56,9/4/2014,3344,Half1,1,3,0,1,1,0,3,3,1,0
SEA,GB,SEA,home,GB,GB,44,9/4/2014,3231,Half1,1,3,0,2,1,0,3,3,0,0
SEA,GB,SEA,home,GB,GB,21,9/4/2014,3106,Half1,1,3,0,5,1,0,3,3,0,0
SEA,GB,GB,away,SEA,GB,74,9/4/2014,2991,Half1,1,3,0,15,1,0,3,2,0,0
SEA,GB,GB,away,SEA,SEA,32,9/4/2014,2899,Half1,1,3,0,8,1,0,3,2,1,0
SEA,GB,SEA,home,GB,SEA,71,9/4/2014,2700,Half1,2,3,0,1,1,0,3,1,1,0
SEA,GB,GB,away,SEA,GB,79,9/4/2014,2497,Half1,2,3,0,5,1,0,3,1,1,0
SEA,GB,GB,away,SEA,GB,62,9/4/2014,2396,Half1,2,3,0,4,1,0,3,1,1,0
SEA,GB,GB,away,SEA,GB,51,9/4/2014,2301,Half1,2,3,0,5,1,0,3,1,0,0
SEA,GB,GB,away,SEA,SEA,5,9/4/2014,2220,Half1,2,3,1,5,1,0,3,1,0,0
SEA,GB,GB,away,SEA,SEA,45,9/4/2014,1887,Half1,2,3,0,4,1,0,3,0,0,0
SEA,GB,SEA,home,GB,SEA,66,9/4/2014,1819,Half1,2,3,0,3,1,0,2,0,1,0
SEA,GB,SEA,home,GB,SEA,59,9/4/2014,1674,Half2,3,3,0,10,1,0,3,3,0,0
SEA,GB,SEA,home,GB,GB,3,9/4/2014,1570,Half2,3,3,1,3,1,0,3,3,0,0
SEA,GB,GB,away,SEA,GB,76,9/4/2014,1466,Half2,3,3,0,6,1,0,3,3,1,0
SEA,GB,GB,away,SEA,GB,69,9/4/2014,1397,Half2,3,3,0,12,1,0,3,3,1,0
SEA,GB,GB,away,SEA,SEA,41,9/4/2014,1335,Half2,3,3,0,5,1,0,3,3,0,0
SEA,GB,SEA,home,GB,GB,38,9/4/2014,1241,Half2,3,3,0,9,1,0,3,3,0,0
SEA,GB,SEA,home,GB,GB,26,9/4/2014,968,Half2,3,3,0,10,1,0,3,3,1,0
SEA,GB,GB,away,SEA,SEA,31,9/4/2014,658,Half2,4,3,0,2,1,0,3,3,1,0
SEA,GB,SEA,home,GB,SEA,76,9/4/2014,484,Half2,4,3,0,6,1,0,3,3,0,0
SEA,GB,SEA,home,GB,GB,16,9/4/2014,163,Half2,4,3,0,2,1,0,3,3,0,0
SEA,GB,GB,away,SEA,GB,69,9/4/2014,120,Half2,4,3,0,3,1,0,3,2,0,0
SEA,GB,GB,away,SEA,GB,79,9/4/2014,111,Half2,4,3,0,13,1,0,3,2,0,0
SEA,GB,SEA,home,GB,SEA,80,9/4/2014,21,Half2,4,3,0,12,0,0,3,2,0,0
ATL,NO,NO,away,ATL,ATL,35,9/7/2014,3474,Half1,1,3,0,2,1,0,3,3,1,0
ATL,NO,NO,away,ATL,ATL,27,9/7/2014,3378,Half1,1,3,0,19,1,0,3,3,0,0
ATL,NO,ATL,home,NO,ATL,76,9/7/2014,3257,Half1,1,3,0,6,1,0,3,3,0,0
ATL,NO,ATL,home,NO,ATL,81,9/7/2014,3232,Half1,1,3,0,11,1,0,3,3,0,0
ATL,NO,NO,away,ATL,NO,58,9/7/2014,3147,Half1,1,3,0,7,1,0,3,3,1,0
ATL,NO,NO,away,ATL,ATL,46,9/7/2014,3065,Half1,1,3,0,6,1,0,3,3,1,0
ATL,NO,NO,away,ATL,ATL,33,9/7/2014,2991,Half1,1,3,0,10,1,0,3,3,0,0
ATL,NO,NO,away,ATL,NO,74,9/7/2014,2716,Half1,1,3,0,4,1,0,3,2,1,0
ATL,NO,NO,away,ATL,ATL,11,9/7/2014,2550,Half1,2,3,0,3,0,0,3,2,1,0
ATL,NO,ATL,home,NO,ATL,78,9/7/2014,2458,Half1,2,3,0,8,1,0,3,2,1,0
ATL,NO,ATL,home,NO,NO,22,9/7/2014,2277,Half1,2,3,0,1,1,0,3,2,1,0
ATL,NO,ATL,home,NO,NO,20,9/7/2014,2194,Half1,2,3,0,10,1,0,3,2,0,0
ATL,NO,ATL,home,NO,NO,25,9/7/2014,2194,Half1,2,3,0,15,1,0,3,2,0,0
ATL,NO,ATL,home,NO,NO,15,9/7/2014,2083,Half1,2,3,0,12,0,0,3,2,1,0
ATL,NO,ATL,home,NO,NO,30,9/7/2014,1618,Half2,3,3,0,1,0,0,3,3,1,0
ATL,NO,ATL,home,NO,NO,28,9/7/2014,1542,Half2,3,3,0,10,1,0,3,3,1,0
ATL,NO,NO,away,ATL,NO,57,9/7/2014,1345,Half2,3,3,0,8,1,0,3,3,0,0
ATL,NO,ATL,home,NO,ATL,75,9/7/2014,1279,Half2,3,3,0,10,1,0,3,3,0,0
ATL,NO,NO,away,ATL,ATL,14,9/7/2014,1081,Half2,3,3,0,7,1,0,3,3,0,0
ATL,NO,NO,away,ATL,NO,73,9/7/2014,864,Half2,4,3,0,3,1,0,3,3,1,0
ATL,NO,NO,away,ATL,NO,57,9/7/2014,744,Half2,4,3,0,5,1,0,3,3,1,0
ATL,NO,NO,away,ATL,ATL,46,9/7/2014,656,Half2,4,3,0,8,1,0,3,3,1,0
ATL,NO,ATL,home,NO,ATL,88,9/7/2014,479,Half2,4,3,0,18,1,0,3,3,0,0
ATL,NO,NO,away,ATL,NO,70,9/7/2014,395,Half2,4,3,0,6,1,0,3,3,0,0
ATL,NO,ATL,home,NO,ATL,67,9/7/2014,312,Half2,4,3,0,6,1,0,3,3,1,0
ATL,NO,ATL,home,NO,NO,33,9/7/2014,8,Half2,4,3,0,9,0,0,0,2,0,0
ATL,NO,ATL,home,NO,NO,34,9/7/2014,807,Overtime,5,3,0,6,0,0,2,2,0,0
STL,MIN,MIN,away,STL,MIN,63,9/7/2014,3456,Half1,1,3,0,2,0,0,3,3,1,0
STL,MIN,MIN,away,STL,STL,30,9/7/2014,3316,Half1,1,3,0,15,1,0,3,3,0,0
STL,MIN,MIN,away,STL,STL,35,9/7/2014,3316,Half1,1,3,0,20,1,0,3,3,0,0
STL,MIN,STL,home,MIN,STL,58,9/7/2014,3157,Half1,1,3,0,8,0,0,3,3,0,0
STL,MIN,MIN,away,STL,MIN,67,9/7/2014,3030,Half1,1,3,0,8,1,0,3,3,0,0
STL,MIN,STL,home,MIN,STL,64,9/7/2014,2946,Half1,1,3,0,1,0,0,3,3,1,0
STL,MIN,STL,home,MIN,MIN,39,9/7/2014,2816,Half1,1,3,0,8,1,0,3,3,0,0
STL,MIN,MIN,away,STL,STL,37,9/7/2014,2696,Half1,2,3,0,10,1,0,3,3,0,0
STL,MIN,STL,home,MIN,STL,61,9/7/2014,2559,Half1,2,3,0,10,1,0,3,3,0,0
STL,MIN,STL,home,MIN,STL,66,9/7/2014,2530,Half1,2,3,0,15,1,0,3,3,0,0
STL,MIN,MIN,away,STL,MIN,86,9/7/2014,2396,Half1,2,3,0,16,1,0,3,3,0,0
STL,MIN,STL,home,MIN,STL,56,9/7/2014,2262,Half1,2,3,0,1,0,0,3,3,1,0
STL,MIN,STL,home,MIN,STL,51,9/7/2014,2119,Half1,2,3,0,20,1,0,3,3,0,0
STL,MIN,MIN,away,STL,MIN,72,9/7/2014,1958,Half1,2,3,0,10,1,0,3,2,1,0
STL,MIN,MIN,away,STL,MIN,64,9/7/2014,1917,Half1,2,3,0,20,1,0,3,2,0,0
STL,MIN,STL,home,MIN,MIN,29,9/7/2014,1560,Half2,3,3,0,8,1,0,3,3,0,0
STL,MIN,MIN,away,STL,MIN,57,9/7/2014,1381,Half2,3,3,0,7,1,0,3,3,1,0
STL,MIN,MIN,away,STL,STL,41,9/7/2014,1275,Half2,3,3,0,5,1,0,3,3,0,0
STL,MIN,STL,home,MIN,STL,79,9/7/2014,1069,Half2,3,3,0,14,1,0,3,3,0,0
STL,MIN,STL,home,MIN,STL,76,9/7/2014,946,Half2,3,3,0,6,1,0,3,3,0,0
STL,MIN,STL,home,MIN,STL,81,9/7/2014,926,Half2,3,3,0,11,1,0,3,3,0,0
STL,MIN,MIN,away,STL,MIN,72,9/7/2014,898,Half2,4,3,0,12,1,0,3,3,0,0
STL,MIN,STL,home,MIN,STL,87,9/7/2014,750,Half2,4,3,0,20,1,0,3,3,0,0
STL,MIN,MIN,away,STL,MIN,52,9/7/2014,503,Half2,4,3,0,14,1,0,3,2,0,0
STL,MIN,STL,home,MIN,STL,82,9/7/2014,338,Half2,4,3,0,12,1,0,3,2,1,0
STL,MIN,STL,home,MIN,STL,59,9/7/2014,287,Half2,4,3,0,3,1,0,3,2,1,0
STL,MIN,STL,home,MIN,MIN,23,9/7/2014,198,Half2,4,3,0,4,0,0,3,2,0,0
STL,MIN,STL,home,MIN,MIN,28,9/7/2014,100,Half2,4,3,0,22,1,1,3,2,0,0
PIT,CLE,PIT,home,CLE,CLE,14,9/7/2014,3340,Half1,1,3,1,14,1,0,3,3,0,0
PIT,CLE,CLE,away,PIT,CLE,66,9/7/2014,3233,Half1,1,3,0,1,0,0,3,3,1,0
PIT,CLE,CLE,away,PIT,PIT,21,9/7/2014,3083,Half1,1,3,0,14,1,0,3,2,0,0
PIT,CLE,PIT,home,CLE,PIT,76,9/7/2014,2959,Half1,1,3,0,6,1,0,3,2,1,0
PIT,CLE,PIT,home,CLE,PIT,56,9/7/2014,2844,Half1,1,3,0,6,1,0,3,2,1,0
PIT,CLE,PIT,home,CLE,CLE,7,9/7/2014,2755,Half1,1,3,0,1,0,0,3,2,1,0
PIT,CLE,CLE,away,PIT,CLE,77,9/7/2014,2700,Half1,2,3,0,1,0,0,3,2,0,0
PIT,CLE,CLE,away,PIT,PIT,41,9/7/2014,2593,Half1,2,3,0,17,1,0,3,2,0,0
PIT,CLE,CLE,away,PIT,CLE,86,9/7/2014,2334,Half1,2,3,0,5,1,0,3,1,0,0
PIT,CLE,CLE,away,PIT,CLE,57,9/7/2014,2112,Half1,2,3,0,4,1,0,3,1,0,0
PIT,CLE,PIT,home,CLE,PIT,87,9/7/2014,2016,Half1,2,3,0,7,1,0,3,1,0,0
PIT,CLE,CLE,away,PIT,CLE,84,9/7/2014,1920,Half1,2,3,0,9,1,0,3,0,0,0
PIT,CLE,CLE,away,PIT,CLE,79,9/7/2014,1920,Half1,2,3,0,4,1,0,3,0,0,0
PIT,CLE,PIT,home,CLE,CLE,39,9/7/2014,1830,Half1,2,3,0,1,1,0,1,0,1,0
PIT,CLE,PIT,home,CLE,PIT,91,9/7/2014,1618,Half2,3,3,0,7,1,0,3,3,0,0
PIT,CLE,CLE,away,PIT,CLE,52,9/7/2014,1526,Half2,3,3,0,3,1,0,3,3,0,0
PIT,CLE,PIT,home,CLE,CLE,43,9/7/2014,1232,Half2,3,3,0,11,1,0,3,3,0,0
PIT,CLE,CLE,away,PIT,CLE,73,9/7/2014,1117,Half2,3,3,0,12,1,0,2,3,1,0
PIT,CLE,CLE,away,PIT,PIT,5,9/7/2014,932,Half2,3,3,0,1,0,0,2,3,0,0
PIT,CLE,PIT,home,CLE,PIT,90,9/7/2014,881,Half2,4,3,0,10,1,0,2,3,0,0
PIT,CLE,PIT,home,CLE,PIT,80,9/7/2014,572,Half2,4,3,0,10,1,1,2,3,0,0
PIT,CLE,PIT,home,CLE,PIT,50,9/7/2014,444,Half2,4,3,0,5,1,1,2,3,0,0
PIT,CLE,CLE,away,PIT,PIT,35,9/7/2014,280,Half2,4,3,0,7,1,0,2,2,0,0
PIT,CLE,PIT,home,CLE,CLE,41,9/7/2014,142,Half2,4,3,0,1,1,1,2,2,0,0
PIT,CLE,CLE,away,PIT,CLE,86,9/7/2014,64,Half2,4,3,0,16,1,0,2,2,0,0
PHI,JAC,JAC,away,PHI,JAC,71,9/7/2014,3516,Half1,1,3,0,1,0,0,3,3,0,0
PHI,JAC,PHI,home,JAC,PHI,74,9/7/2014,3444,Half1,1,3,0,11,1,1,3,3,1,0
PHI,JAC,PHI,home,JAC,JAC,43,9/7/2014,3366,Half1,1,3,0,5,1,1,3,3,0,0
PHI,JAC,PHI,home,JAC,PHI,63,9/7/2014,3019,Half1,1,3,0,7,1,1,3,3,0,0
PHI,JAC,JAC,away,PHI,JAC,78,9/7/2014,2930,Half1,1,3,0,5,1,0,3,3,0,0
PHI,JAC,JAC,away,PHI,JAC,83,9/7/2014,2903,Half1,1,3,0,10,1,0,3,3,0,0
PHI,JAC,PHI,home,JAC,JAC,45,9/7/2014,2825,Half1,1,3,0,11,1,1,3,3,0,0
PHI,JAC,JAC,away,PHI,PHI,31,9/7/2014,2663,Half1,2,3,0,7,1,0,3,2,0,0
PHI,JAC,PHI,home,JAC,PHI,81,9/7/2014,2618,Half1,2,3,0,11,1,1,3,2,0,0
PHI,JAC,JAC,away,PHI,PHI,31,9/7/2014,2520,Half1,2,3,0,1,1,1,3,2,0,0
PHI,JAC,JAC,away,PHI,PHI,18,9/7/2014,2084,Half1,2,3,0,4,1,0,3,1,0,0
PHI,JAC,PHI,home,JAC,PHI,71,9/7/2014,2023,Half1,2,3,0,7,1,1,3,1,0,0
PHI,JAC,PHI,home,JAC,PHI,67,9/7/2014,1956,Half1,2,3,0,11,1,1,3,1,0,0
PHI,JAC,PHI,home,JAC,PHI,62,9/7/2014,1936,Half1,2,3,0,10,1,1,3,1,1,0
PHI,JAC,PHI,home,JAC,JAC,44,9/7/2014,1867,Half1,2,3,0,15,0,0,3,1,0,0
PHI,JAC,PHI,home,JAC,JAC,39,9/7/2014,1864,Half1,2,3,0,10,0,0,3,1,0,0
PHI,JAC,JAC,away,PHI,JAC,90,9/7/2014,1841,Half1,2,3,0,9,0,0,1,1,0,0
PHI,JAC,PHI,home,JAC,MID,50,9/7/2014,1804,Half1,2,3,0,6,1,1,0,1,0,0
PHI,JAC,PHI,home,JAC,PHI,77,9/7/2014,1771,Half2,3,3,0,7,1,1,3,3,1,0
PHI,JAC,PHI,home,JAC,PHI,62,9/7/2014,1700,Half2,3,3,0,3,1,1,3,3,1,0
PHI,JAC,PHI,home,JAC,PHI,57,9/7/2014,1635,Half2,3,3,0,9,1,1,3,3,0,0
PHI,JAC,JAC,away,PHI,JAC,84,9/7/2014,1519,Half2,3,3,0,8,1,0,3,3,0,0
PHI,JAC,PHI,home,JAC,JAC,32,9/7/2014,1441,Half2,3,3,0,2,1,1,3,3,1,0
PHI,JAC,PHI,home,JAC,JAC,25,9/7/2014,1347,Half2,3,3,0,5,1,1,3,3,1,0
PHI,JAC,JAC,away,PHI,JAC,80,9/7/2014,1332,Half2,3,3,0,10,1,0,3,3,0,0
PHI,JAC,PHI,home,JAC,JAC,49,9/7/2014,1251,Half2,3,3,0,8,1,1,3,3,0,0
PHI,JAC,JAC,away,PHI,JAC,81,9/7/2014,1225,Half2,3,3,0,10,1,0,3,2,0,0
PHI,JAC,PHI,home,JAC,JAC,42,9/7/2014,1139,Half2,3,3,0,5,1,1,3,2,0,0
PHI,JAC,JAC,away,PHI,JAC,73,9/7/2014,957,Half2,3,3,0,9,1,0,3,1,1,0
PHI,JAC,JAC,away,PHI,JAC,60,9/7/2014,919,Half2,3,3,0,10,1,0,3,1,0,0
PHI,JAC,PHI,home,JAC,PHI,84,9/7/2014,870,Half2,4,3,0,6,1,1,3,1,1,0
PHI,JAC,PHI,home,JAC,JAC,34,9/7/2014,698,Half2,4,3,0,14,1,1,3,1,0,0
PHI,JAC,JAC,away,PHI,JAC,66,9/7/2014,581,Half2,4,3,0,1,0,0,3,1,1,0
PHI,JAC,JAC,away,PHI,PHI,46,9/7/2014,447,Half2,4,3,0,8,1,0,2,1,0,0
PHI,JAC,JAC,away,PHI,JAC,80,9/7/2014,408,Half2,4,3,0,10,1,0,2,0,0,0
PHI,JAC,PHI,home,JAC,JAC,32,9/7/2014,265,Half2,4,3,0,13,1,0,2,0,1,0
PHI,JAC,PHI,home,JAC,JAC,8,9/7/2014,133,Half2,4,3,0,5,1,0,2,0,0,0
NYJ,OAK,NYJ,home,OAK,OAK,20,9/7/2014,3416,Half1,1,3,0,1,1,0,3,3,1,0
NYJ,OAK,NYJ,home,OAK,OAK,28,9/7/2014,3313,Half1,1,3,0,21,1,0,3,3,0,0
NYJ,OAK,OAK,away,NYJ,OAK,76,9/7/2014,3172,Half1,1,3,0,6,1,0,3,3,0,0
NYJ,OAK,OAK,away,NYJ,OAK,71,9/7/2014,3146,Half1,1,3,0,1,0,0,3,3,0,0
NYJ,OAK,OAK,away,NYJ,NYJ,20,9/7/2014,2959,Half1,1,3,0,2,1,0,3,3,1,0
NYJ,OAK,OAK,away,NYJ,NYJ,12,9/7/2014,2868,Half1,1,3,0,5,1,0,3,3,1,0
NYJ,OAK,NYJ,home,OAK,NYJ,83,9/7/2014,2803,Half1,1,3,0,8,1,0,3,3,1,0
NYJ,OAK,NYJ,home,OAK,OAK,45,9/7/2014,2700,Half1,2,3,0,8,1,0,3,3,0,0
NYJ,OAK,NYJ,home,OAK,MID,50,9/7/2014,2646,Half1,2,3,0,13,1,0,3,3,1,0
NYJ,OAK,OAK,away,NYJ,NYJ,49,9/7/2014,2248,Half1,2,3,0,3,1,0,3,3,0,0
NYJ,OAK,NYJ,home,OAK,NYJ,79,9/7/2014,2195,Half1,2,3,0,9,1,0,3,3,0,0
NYJ,OAK,OAK,away,NYJ,OAK,54,9/7/2014,2085,Half1,2,3,0,5,1,1,3,3,0,0
NYJ,OAK,NYJ,home,OAK,NYJ,54,9/7/2014,1987,Half1,2,3,0,8,1,0,3,3,1,0
NYJ,OAK,NYJ,home,OAK,OAK,5,9/7/2014,1831,Half1,2,3,0,4,0,0,2,3,1,0
NYJ,OAK,OAK,away,NYJ,OAK,74,9/7/2014,1685,Half2,3,3,0,25,1,0,3,3,0,0
NYJ,OAK,NYJ,home,OAK,OAK,46,9/7/2014,1520,Half2,3,3,0,7,1,0,3,3,0,0
NYJ,OAK,NYJ,home,OAK,NYJ,55,9/7/2014,1496,Half2,3,3,0,16,0,0,3,3,0,0
NYJ,OAK,OAK,away,NYJ,OAK,84,9/7/2014,1400,Half2,3,3,0,7,1,0,3,3,0,0
NYJ,OAK,NYJ,home,OAK,OAK,12,9/7/2014,1109,Half2,3,3,0,4,1,0,2,3,0,0
NYJ,OAK,OAK,away,NYJ,OAK,65,9/7/2014,945,Half2,3,3,0,5,1,1,2,3,0,0
NYJ,OAK,NYJ,home,OAK,NYJ,63,9/7/2014,871,Half2,4,3,0,4,1,1,2,3,0,0
NYJ,OAK,OAK,away,NYJ,OAK,94,9/7/2014,813,Half2,4,3,0,10,1,0,2,3,0,0
NYJ,OAK,OAK,away,NYJ,OAK,94,9/7/2014,813,Half2,4,3,0,10,1,0,2,2,0,0
NYJ,OAK,NYJ,home,OAK,OAK,20,9/7/2014,615,Half2,4,3,0,3,0,0,2,2,0,0
NYJ,OAK,OAK,away,NYJ,OAK,81,9/7/2014,541,Half2,4,3,0,11,1,0,2,2,0,0
NYJ,OAK,OAK,away,NYJ,OAK,77,9/7/2014,433,Half2,4,3,0,4,1,0,2,2,0,0
NYJ,OAK,OAK,away,NYJ,OAK,82,9/7/2014,419,Half2,4,3,0,9,1,0,2,2,0,0
NYJ,OAK,OAK,away,NYJ,NYJ,48,9/7/2014,337,Half2,4,3,0,7,1,0,1,2,0,0
NYJ,OAK,NYJ,home,OAK,NYJ,70,9/7/2014,179,Half2,4,3,0,1,1,0,1,2,0,0
NYJ,OAK,OAK,away,NYJ,OAK,64,9/7/2014,124,Half2,4,3,0,1,1,0,1,1,1,0
BAL,CIN,CIN,away,BAL,CIN,61,9/7/2014,3496,Half1,1,3,0,6,1,1,3,3,0,0
BAL,CIN,CIN,away,BAL,CIN,66,9/7/2014,3496,Half1,1,3,0,11,1,0,3,3,1,0
BAL,CIN,CIN,away,BAL,BAL,34,9/7/2014,3367,Half1,1,3,0,5,1,1,3,2,0,0
BAL,CIN,BAL,home,CIN,BAL,85,9/7/2014,3269,Half1,1,3,0,2,0,0,3,2,1,0
BAL,CIN,BAL,home,CIN,BAL,62,9/7/2014,3183,Half1,1,3,0,5,1,0,3,2,0,0
BAL,CIN,CIN,away,BAL,CIN,52,9/7/2014,3041,Half1,1,3,0,2,1,0,3,2,0,0
BAL,CIN,BAL,home,CIN,BAL,78,9/7/2014,2968,Half1,1,3,0,7,1,0,3,2,0,0
BAL,CIN,CIN,away,BAL,BAL,4,9/7/2014,2830,Half1,1,3,1,4,1,1,2,2,0,0
BAL,CIN,BAL,home,CIN,BAL,68,9/7/2014,2701,Half1,1,3,0,1,1,0,2,2,0,0
BAL,CIN,CIN,away,BAL,BAL,10,9/7/2014,2421,Half1,2,3,0,8,1,1,2,1,0,0
BAL,CIN,BAL,home,CIN,BAL,60,9/7/2014,2393,Half1,2,3,0,10,1,0,2,1,0,0
BAL,CIN,BAL,home,CIN,CIN,37,9/7/2014,2282,Half1,2,3,0,14,1,0,2,1,0,0
BAL,CIN,CIN,away,BAL,CIN,55,9/7/2014,2232,Half1,2,3,0,10,1,0,2,0,1,0
BAL,CIN,CIN,away,BAL,BAL,34,9/7/2014,2121,Half1,2,3,0,14,1,1,2,0,0,0
BAL,CIN,CIN,away,BAL,BAL,25,9/7/2014,1972,Half1,2,3,0,12,1,0,2,0,0,0
BAL,CIN,BAL,home,CIN,CIN,39,9/7/2014,1858,Half1,2,3,0,1,0,1,2,0,1,0
BAL,CIN,BAL,home,CIN,CIN,15,9/7/2014,1808,Half1,2,3,0,10,1,0,1,0,0,0
BAL,CIN,BAL,home,CIN,BAL,74,9/7/2014,1770,Half2,3,3,0,4,1,0,3,3,1,0
BAL,CIN,BAL,home,CIN,CIN,49,9/7/2014,1633,Half2,3,3,0,4,1,1,3,3,0,0
BAL,CIN,CIN,away,BAL,CIN,84,9/7/2014,1562,Half2,3,3,0,4,1,1,3,3,1,0
BAL,CIN,CIN,away,BAL,BAL,27,9/7/2014,1449,Half2,3,3,0,8,1,0,3,3,0,0
BAL,CIN,CIN,away,BAL,CIN,53,9/7/2014,1373,Half2,3,3,0,2,1,1,3,3,1,0
BAL,CIN,CIN,away,BAL,BAL,44,9/7/2014,1316,Half2,3,3,0,4,1,1,3,3,0,0
BAL,CIN,BAL,home,CIN,CIN,13,9/7/2014,1047,Half2,3,3,0,3,0,0,3,3,1,0
BAL,CIN,CIN,away,BAL,CIN,72,9/7/2014,966,Half2,3,3,0,2,0,1,3,3,0,0
BAL,CIN,BAL,home,CIN,BAL,62,9/7/2014,900,Half2,4,3,0,4,1,0,3,3,1,0
BAL,CIN,BAL,home,CIN,CIN,40,9/7/2014,762,Half2,4,3,0,8,1,0,3,3,0,0
BAL,CIN,BAL,home,CIN,CIN,20,9/7/2014,636,Half2,4,3,0,10,1,0,2,3,0,0
BAL,CIN,CIN,away,BAL,CIN,58,9/7/2014,524,Half2,4,3,0,4,1,1,2,3,0,0
BAL,CIN,BAL,home,CIN,BAL,86,9/7/2014,452,Half2,4,3,0,4,1,0,2,3,1,0
BAL,CIN,BAL,home,CIN,BAL,80,9/7/2014,361,Half2,4,3,0,14,1,0,2,3,1,0
BAL,CIN,BAL,home,CIN,CIN,27,9/7/2014,115,Half2,4,3,0,2,1,0,2,3,1,0
BAL,CIN,BAL,home,CIN,CIN,16,9/7/2014,69,Half2,4,3,0,4,1,0,1,3,0,0
CHI,BUF,BUF,away,CHI,BUF,76,9/7/2014,3523,Half1,1,3,0,6,1,0,3,3,0,0
CHI,BUF,BUF,away,CHI,BUF,51,9/7/2014,3287,Half1,1,3,0,2,1,0,3,3,1,0
CHI,BUF,BUF,away,CHI,CHI,11,9/7/2014,3177,Half1,1,3,0,2,1,0,3,3,1,0
CHI,BUF,CHI,home,BUF,CHI,58,9/7/2014,2970,Half1,1,3,0,10,1,0,3,3,0,0
CHI,BUF,BUF,away,CHI,BUF,75,9/7/2014,2855,Half1,1,3,0,5,1,0,3,3,1,0
CHI,BUF,BUF,away,CHI,BUF,51,9/7/2014,2720,Half1,1,3,0,11,1,0,3,3,0,0
CHI,BUF,BUF,away,CHI,CHI,35,9/7/2014,2336,Half1,2,3,0,9,1,0,3,3,0,0
CHI,BUF,CHI,home,BUF,CHI,74,9/7/2014,2173,Half1,2,3,0,4,1,0,3,3,1,0
CHI,BUF,CHI,home,BUF,BUF,47,9/7/2014,2044,Half1,2,3,0,1,1,0,3,3,1,0
CHI,BUF,CHI,home,BUF,BUF,40,9/7/2014,1922,Half1,2,3,0,5,1,0,3,3,0,0
CHI,BUF,BUF,away,CHI,BUF,51,9/7/2014,1854,Half1,2,3,0,21,1,0,3,2,0,0
CHI,BUF,CHI,home,BUF,CHI,71,9/7/2014,1762,Half2,3,3,0,1,1,0,3,3,1,0
CHI,BUF,CHI,home,BUF,BUF,23,9/7/2014,1483,Half2,3,3,0,11,1,0,3,3,0,0
CHI,BUF,BUF,away,CHI,BUF,76,9/7/2014,1435,Half2,3,3,0,6,1,0,3,3,1,0
CHI,BUF,BUF,away,CHI,BUF,52,9/7/2014,1320,Half2,3,3,0,2,1,0,3,3,0,0
CHI,BUF,BUF,away,CHI,BUF,63,9/7/2014,999,Half2,3,3,0,3,1,0,3,3,0,0
CHI,BUF,BUF,away,CHI,BUF,68,9/7/2014,969,Half2,3,3,0,8,1,0,3,2,0,0
CHI,BUF,CHI,home,BUF,CHI,77,9/7/2014,852,Half2,4,3,0,12,1,0,3,2,0,0
CHI,BUF,BUF,away,CHI,BUF,63,9/7/2014,739,Half2,4,3,0,11,1,0,3,2,0,0
CHI,BUF,CHI,home,BUF,BUF,34,9/7/2014,481,Half2,4,3,0,1,0,0,2,2,0,0
CHI,BUF,BUF,away,CHI,CHI,20,9/7/2014,257,Half2,4,3,0,10,1,0,2,2,0,0
CHI,BUF,CHI,home,BUF,CHI,70,9/7/2014,174,Half2,4,3,0,10,1,0,1,2,1,0
CHI,BUF,CHI,home,BUF,BUF,46,9/7/2014,120,Half2,4,3,0,1,0,0,1,2,1,0
CHI,BUF,CHI,home,BUF,BUF,19,9/7/2014,39,Half2,4,3,0,1,1,0,1,2,0,0
CHI,BUF,CHI,home,BUF,CHI,64,9/7/2014,813,Overtime,5,3,0,7,1,0,2,2,0,0
HOU,WAS,HOU,home,WAS,HOU,73,9/7/2014,3562,Half1,1,3,0,3,1,0,3,3,1,0
HOU,WAS,HOU,home,WAS,HOU,51,9/7/2014,3484,Half1,1,3,0,1,0,0,3,3,0,0
HOU,WAS,WAS,away,HOU,WAS,80,9/7/2014,3357,Half1,1,3,0,1,1,0,3,2,0,0
HOU,WAS,HOU,home,WAS,HOU,59,9/7/2014,3222,Half1,1,3,0,1,0,0,3,2,0,0
HOU,WAS,WAS,away,HOU,WAS,83,9/7/2014,3122,Half1,1,3,0,13,1,0,3,2,0,0
HOU,WAS,HOU,home,WAS,HOU,67,9/7/2014,3005,Half1,1,3,0,9,1,0,3,2,0,0
HOU,WAS,WAS,away,HOU,WAS,69,9/7/2014,2901,Half1,1,3,0,3,1,0,3,1,0,0
HOU,WAS,HOU,home,WAS,HOU,60,9/7/2014,2801,Half1,1,3,0,4,1,0,3,1,0,0
HOU,WAS,WAS,away,HOU,WAS,52,9/7/2014,2586,Half1,2,3,0,5,1,0,3,1,1,0
HOU,WAS,WAS,away,HOU,HOU,34,9/7/2014,2475,Half1,2,3,0,8,1,0,3,1,0,0
HOU,WAS,HOU,home,WAS,HOU,85,9/7/2014,2311,Half1,2,3,0,15,1,0,3,1,0,0
